"","Week","Bowfin","Brown Bullhead","Channel Catfish","Common Carp","Common Carp x Goldfish","Freshwater Drum","Gizzard Shad","Goldfish","Largemouth Bass","Northern Pike","Rainbow Trout","Rudd","White Bass","White Perch","White Sucker","Yellow Perch"
"12",20,0.0884298669126471,0.104413639781558,0.108567040726592,0.0940876575215448,0.170476944980194,0.113017541264661,0.148293488620259,0.12669511638817,0.109005852764882,0.121585472677874,0.10219248181215,0.13213566521762,0.160233482986838,0.141950400675755,0.0873191211419049,0.00516184078762759
"13",21,0.0895331052198233,0.103847693505218,0.130267613600891,0.106859005631386,0.166776727904765,0.138735141532438,0.157029320307671,0.0888325889878876,0.104873402136329,0.118498770373161,0.0529870030817382,0.0810349428369017,0.152195351599629,0.145700534205877,0.0509530874071655,0.00418765756358004
"14",22,0.0857848255217837,0.100235313800604,0.178315705900794,0.119326797797058,0.164108551272017,0.154641872612318,0.142565278239742,0.0746742764412235,0.109314158039816,0.117635513998851,0.0351981719111955,0.0976361935498443,0.172891202930904,0.122148644648171,0.0190720036153715,0
"15",23,0.0919199000281569,0.100423662048397,0.218275330230269,0.104586230641753,0.135100792395719,0.143769366095425,0.139630113458525,0.0749059182037086,0.099134202106671,0.0887534241771248,0.0231607989362525,0.0989786113136771,0.156593254880055,0.119309496697813,0.00930770839521584,0
"16",24,0.0887648425615696,0.111067665358356,0.22333402609054,0.0715723617229849,0.137090738123896,0.158333253332629,0.131337292349863,0.0743425973604803,0.0906227786243482,0.0673170839911857,0.012428661915391,0.0861241499642539,0.160397603765381,0.115930081284616,0.00366395348880484,0
"17",25,0.0848065644723715,0.112841535380274,0.211836206652145,0.0531550449264214,0.122674517198617,0.146181162007279,0.11888069468541,0.0733064852922117,0.0827791496830113,0.0683578609519176,0.00784229184000761,0.0769709869952692,0.166459158356619,0.117369127362702,0.00263512262992695,0
"18",26,0.0895057016864788,0.0895209031936914,0.182724568192331,0.0398189866761262,0.11784198950125,0.148955523398504,0.0874566895858228,0.0739742878688738,0.0819341407519547,0.0305751774852253,0.00300126714512719,0.0731742808790644,0.170240740807817,0.11295785223844,0.00151047265382852,0
"19",27,0.0838143834400459,0.0684438489470913,0.151021281014661,0.0305760975629593,0.118513878488594,0.15377120669725,0.0890621248557413,0.0737785864430978,0.081482640938442,0.028727642298575,0.00233297603639351,0.0321616221365088,0.160326574072172,0.0659122513908437,0.000895018578594487,0
"20",28,0.0783006729421695,0.0624477165877621,0.0946501427369704,0.0261798810590337,0.119106961980551,0.136782250006437,0.0867280435597106,0.0702965381251001,0.0874670395447394,0.028727642298575,0.00213248514126301,0.0321334075300871,0.130725945802615,0.0582042077868252,0.000780339022790182,0
"21",29,0.0660243613302228,0.0520330586338739,0.0854469462585168,0.0195958192017732,0.120843434852659,0.123291603317474,0.0821156646402669,0.0644633529281144,0.088215221860027,0.0291337646482807,0.00177304964539007,0,0.129081651162538,0.0431640907146743,0.00066915904024395,0
"22",30,0.0527990476705885,0.0278683643420442,0.0733212282400832,0.0145241422724616,0.105046498608036,0.103070005323138,0.0281145552911619,0.0447487146343799,0.0848376003326299,0.0288185437506447,0,0,0.108874277241221,0.0372904143056079,0.000632623660853279,0
"23",31,0.0423943360861755,0.0230220789304836,0.0668097521118645,0.0120756537491161,0.104444220507578,0.0865073419103339,0.00705282831849311,0.0429578507178261,0.0708028684067392,0.0289242809951806,0,0,0.0618261306870905,0.0326250928483724,0.000617352580875486,0
"24",32,0.0335258945111796,0.0201508527595189,0.0524606140690921,0.0075882121752242,0.0826499292328321,0.0792672508224631,0.00324415594529659,0.0409690558489426,0.0690447022694994,0.0298067957216898,0,0,0.0449889326221075,0.032558068449615,0.000220171079248884,0
"25",33,0.0221199695499699,0.0155515113202364,0.0398118266729316,0.00508875337934335,0.0459280906543256,0.0460359471578675,0.000589667965849741,0.0348757121599209,0.0481133833104784,0.0288808139586093,0,0,0.0212594255707478,0.018324118380518,8.89838049474845e-05,0
"26",34,0.0111252173127459,0.00621127611845408,0.00834834825558408,0.00334378423428377,0.0217987602836663,0.0184530560991382,0.00027170405621334,0.0145863628533226,0.0300036660046927,0,0,0,0.0147611858347888,0.00938748621593362,4.44919024737422e-05,0
"27",35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
