"","Week","Bowfin","Brown Bullhead","Channel Catfish","Common Carp","Common Carp x Goldfish","Freshwater Drum","Gizzard Shad","Goldfish","Largemouth Bass","Northern Pike","Rainbow Trout","Rudd","White Bass","White Perch","White Sucker","Yellow Perch"
"18",26,0.0631578947368421,0.146134567187199,0.26219512195122,0.126487747957993,0.0840336134453782,0.214285714285714,0.274072530220925,0.0119626168224299,0.0714285714285714,0.2,0.0303030303030303,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.00552791597567717,0
"19",27,0.0584795321637427,0.105070368228263,0.259562841530055,0.0841768779968034,0.0526315789473684,0.140350877192982,0.16189111747851,0.0151515151515152,0.157894736842105,0.0666666666666667,0.0087719298245614,0.16,0.157894736842105,0.3,0.00387323943661972,0
"20",28,0.0580645161290323,0.0489731437598736,0.331831831831832,0.0378841191649073,0.0761904761904762,0.104411764705882,0.105263157894737,0.0291970802919708,0.105263157894737,0,0.00469483568075117,0.04,0.157894736842105,0.0714285714285714,0.00165837479270315,0
"21",29,0.0952380952380952,0.0678619625988047,0.0914634146341463,0.0330771022594922,0.0540540540540541,0.107142857142857,0.139130434782609,0.0369331463300608,0.1,0.0232558139534884,0.00523560209424084,0.0833333333333333,0.1,0.0666666666666667,0.000668896321070234,0
"22",30,0.125,0.154424522845575,0.100200400801603,0.0314331379861481,0.1,0.162878787878788,0.331241743725231,0.171107994389902,0.0740740740740741,0.0238095238095238,0.00709219858156028,0,0.25,0.0606060606060606,0.00150195253829979,0
"23",31,0.111111111111111,0.0339309812994023,0.0594522378089512,0.0277195434428139,0.0526315789473684,0.115020297699594,0.10999281092739,0.0626460963066854,0.136363636363636,0.00574712643678161,0,0,0.191489361702128,0.0740740740740741,0.000656383327863472,0
"24",32,0.0666666666666667,0.0333526122999807,0.0870870870870871,0.0252336448598131,0.2,0.110438729198185,0.0130208333333333,0.0159786950732357,0.173913043478261,0.0232558139534884,0,0,0.0851063829787234,0.0606060606060606,0.00214868929952729,0
"25",33,0.0555555555555556,0.0385030586541922,0.086038961038961,0.0130841121495327,0.3125,0.154736842105263,0.011142061281337,0.0319573901464714,0.1,0.0147058823529412,0,0,0.107142857142857,0.0666666666666667,0.000668896321070234,0
"26",34,0.0546448087431694,0.0541462084015275,0.177177177177177,0.00934579439252336,0.1,0.0943847072879331,0.00173913043478261,0.142476697736352,0.0769230769230769,0.115384615384615,0,0,0.0425531914893617,0.0666666666666667,0.000177967609894999,0
"27",35,0.0394736842105263,0.0231347599768652,0.0269230769230769,0.014018691588785,0.1,0.0537634408602151,0.000689655172413793,0.0606060606060606,0.1,0,0,0,0.0526315789473684,0.04,0.000177967609894999,0
