"","Week","Bowfin","Brown Bullhead","Channel Catfish","Common Carp","Common Carp x Goldfish","Freshwater Drum","Gizzard Shad","Goldfish","Largemouth Bass","Northern Pike","Rainbow Trout","Rudd","White Bass","White Perch","White Sucker","Yellow Perch"
"11",19,0.0551412905543294,0.052341630756263,0.0453553552426724,0.0751851206083218,0.125924751843408,0.0398515404233567,0.06492142421967,0.130958598153872,0.108680675665323,0.0653697606409511,0.0711185045598258,0.118465983714211,0.113022762932924,0.0994770812088389,0.0817704615722334,0.0169395821569735
"12",20,0.0235838680307027,0.040873789217824,0.0500451380884391,0.102131289432217,0.141075017523868,0.0409263051694171,0.0447060516669884,0.0982469972348798,0.0763678692120573,0.0235820923160742,0.0945274603127653,0.121195166798004,0.115718340043948,0.0860536464063798,0.0384625346684697,0
"13",21,0.0238652325182782,0.0291685624001233,0.0543894225935229,0.124893919101123,0.135156787427289,0.0560607861965686,0.0368779155647335,0.0687935526854667,0.0517174477578584,0.0338675610648349,0.0759407976479981,0.0892802731809824,0.122718966824234,0.0341216556868368,0.0368131268747748,0.00104493207941484
"14",22,0.0194306230317538,0.0419766351831441,0.103502269871951,0.150633096569569,0.10248919456106,0.0893982959998491,0.0896543421226004,0.0428786410413637,0.0120769094453305,0.0359193516434439,0.0662612932572639,0.0581494615182558,0.159019408053357,0.0779149597355512,0.0334709184347001,0.00126262626262626
"15",23,0.0201818348530804,0.0472233241320158,0.0879697523874366,0.113641000566801,0.0611826802791688,0.091312076183951,0.0592078414550883,0.0176550907209848,0.0177045837221819,0.0231622129056168,0.0330437625116202,0.0132991857105332,0.0796357759738325,0.0421469054004341,0.0121336488884059,0
"16",24,0.0163684104961193,0.0520184436694031,0.123622513224045,0.109526790029104,0.0410571425141517,0.104758037571632,0.079540298750818,0.0066187492669516,0.0135017162717994,0.0225686930042876,0.0198148076813592,0.0447530864197531,0.0703733790421391,0.0339872656455149,0.00541086504114344,0
"17",25,0.0169576884206539,0.0623573317646943,0.100688524544986,0.0729891834427188,0.0290997546230501,0.0947933571416971,0.127251043845382,0.00595591622350497,0.0227348361208553,0.00616662189990151,0.010361717682995,0.037037037037037,0.0267920206360056,0.0172589313346936,0.00166545809498286,0
"18",26,0.0150940974315046,0.0572628757341897,0.0921155086011948,0.050517928002586,0.0172894937334568,0.08521084068961,0.113044924339263,0.003044560985203,0.0168788969098567,0.0172452120383037,0.00290034863171682,0.0270061728395062,0.0308031191199884,0.0212187102853728,0.00136973902417793,0
"19",27,0.0159090872631425,0.0307179457440758,0.0812562113927877,0.0216449752297527,0.00715865448491994,0.0500902784707109,0.0607866442983794,0.00186475025870076,0.0276436392291044,0.00653927268581851,0.000548245614035088,0.0302127659574468,0.0219136996904025,0.0277426123137529,0.000530607141332897,0
"20",28,0.0176491911695132,0.0205232464382389,0.0712122016897474,0.0162050283047153,0.011072033585605,0.042384715015314,0.0528181603141916,0.00303158643042149,0.023893904063368,0,0.000293427230046948,0.00666666666666667,0.0422603683385194,0.011275981887362,0.000261997625823803,0
"21",29,0.0204520244363912,0.0154882349926931,0.0382051664830308,0.0121065420175141,0.00716297934913526,0.0388851196287305,0.0273889605443762,0.00394604953979312,0.018408855943482,0.00237260601915185,0.000327225130890052,0.0138888888888889,0.0184625524851089,0.0106121797640645,0.000145059897863473,0
"22",30,0.0187699224132245,0.0180712213144516,0.0276205314173988,0.00901313996729858,0.0149866987370509,0.0506302961280253,0.0333971843610292,0.0116761201760955,0.00995310732152837,0.00240721288515406,0.000443262411347518,0,0.040695822001813,0.00812275248832262,0.000131248717022656,0
"23",31,0.012435152077004,0.00881172553211513,0.0158701318067555,0.00566616933460442,0.0104523893143841,0.0227635390660823,0.0106911996844284,0.00288448992952422,0.0301613957610019,0.000359195402298851,0,0,0.0327679476045737,0.0123549240484724,5.18973052426848e-05,0
"24",32,0.0126767660729153,0.007549836421103,0.0179438147729672,0.00509338410181787,0.0196643847859071,0.0419102984922016,0.00198455001638913,0.00143240517469444,0.0263897108559916,0.00145348837209302,0,0,0.0111810681719496,0.00706212158540318,0.000231236161412825,0
"25",33,0.0115730924822019,0.0091029456517575,0.0173685162707078,0.00423132433554486,0.0279205189658636,0.0475429872072703,0.00147597528308559,0.00456378119932907,0.0240559187112878,0.000919117647058824,0,0,0.0157837603126357,0.00692224442224442,8.52423341976769e-05,0
"26",34,0.0131585346720393,0.00925242195256705,0.0189192109989134,0.00323703949739217,0.0170154649768695,0.0305997112638235,0.000273363460370585,0.0153473337696758,0.00668016194331984,0.00828912466843501,0,0,0.00303951367781155,0.00560629846344132,1.11229756184374e-05,0
"27",35,0.00498724727905274,0.00715334802969395,0.00809403403472486,0.00283260810619701,0.0107486060485382,0.0164672814586669,0.000164719664295065,0.00871816579977001,0.0155189049925892,0,0,0,0.00527915533514638,0.00274582560296846,1.11229756184374e-05,0
